,book,from,seed,similarity,to
740,Quran,19,money,0.46324875950813293,21
741,Quran,19,money,0.4618462026119232,22
742,Quran,19,money,0.4614405930042267,23
743,Quran,19,money,0.45252588391304016,24
744,Quran,0,money,0.42204248905181885,25
745,Quran,25,money,0.4234921336174011,26
746,Quran,25,money,0.42204248905181885,0
747,Quran,25,money,0.4072166383266449,28
748,Quran,25,money,0.4031890034675598,29
749,Quran,25,money,0.40299996733665466,30
750,Mahabharata,0,money,0.4377422332763672,1
751,Mahabharata,1,money,0.46435800194740295,2
752,Mahabharata,1,money,0.4481826424598694,3
753,Mahabharata,1,money,0.4377422332763672,0
754,Mahabharata,1,money,0.4092267155647278,5
755,Mahabharata,1,money,0.4046592712402344,6
756,Mahabharata,0,money,0.4268891215324402,7
757,Mahabharata,7,money,0.6551135778427124,8
758,Mahabharata,7,money,0.4673630893230438,9
759,Mahabharata,7,money,0.45468056201934814,10
760,Mahabharata,7,money,0.43329814076423645,11
761,Mahabharata,7,money,0.43248599767684937,12
762,Mahabharata,0,money,0.41426658630371094,13
763,Mahabharata,13,money,0.483713299036026,14
764,Mahabharata,13,money,0.44213593006134033,15
765,Mahabharata,13,money,0.43396469950675964,16
766,Mahabharata,13,money,0.42437323927879333,17
767,Mahabharata,13,money,0.41913291811943054,18
768,Mahabharata,0,money,0.4117884039878845,19
769,Mahabharata,19,money,0.5826698541641235,20
770,Mahabharata,19,money,0.5059787034988403,21
771,Mahabharata,19,money,0.4963970482349396,22
772,Mahabharata,19,money,0.4883773922920227,23
773,Mahabharata,19,money,0.48415902256965637,24
774,Mahabharata,0,money,0.4006608724594116,25
775,Mahabharata,25,money,0.5405628085136414,26
776,Mahabharata,25,money,0.4522384703159332,27
777,Mahabharata,25,money,0.4484199583530426,28
778,Mahabharata,25,money,0.443712055683136,29
779,Mahabharata,25,money,0.4334515929222107,30
780,Gospel of Buddha,0,hell,0.5154285430908203,1
781,Gospel of Buddha,1,hell,0.6231387853622437,2
782,Gospel of Buddha,1,hell,0.5981335639953613,3
783,Gospel of Buddha,1,hell,0.539839506149292,4
784,Gospel of Buddha,1,hell,0.5187899470329285,5
785,Gospel of Buddha,1,hell,0.5154286026954651,0
786,Gospel of Buddha,0,hell,0.47759902477264404,7
787,Gospel of Buddha,7,hell,0.47759902477264404,0
788,Gospel of Buddha,7,hell,0.41707730293273926,9
789,Gospel of Buddha,7,hell,0.4138418734073639,10
790,Gospel of Buddha,7,hell,0.41111359000205994,11
791,Gospel of Buddha,7,hell,0.40886104106903076,12
792,Gospel of Buddha,0,hell,0.4547620713710785,13
793,Gospel of Buddha,13,hell,0.789526641368866,14
794,Gospel of Buddha,13,hell,0.6220191717147827,15
795,Gospel of Buddha,13,hell,0.5875714421272278,16
796,Gospel of Buddha,13,hell,0.5828841924667358,17
797,Gospel of Buddha,13,hell,0.5720905065536499,18
798,Gospel of Buddha,0,hell,0.4465451240539551,19
799,Gospel of Buddha,19,hell,0.526175856590271,20
800,Gospel of Buddha,19,hell,0.4939345717430115,21
801,Gospel of Buddha,19,hell,0.4839494228363037,1
802,Gospel of Buddha,19,hell,0.46781864762306213,23
803,Gospel of Buddha,19,hell,0.4631940722465515,24
804,Gospel of Buddha,0,hell,0.4395988881587982,25
805,Gospel of Buddha,25,hell,0.5401453971862793,26
806,Gospel of Buddha,25,hell,0.520776629447937,27
807,Gospel of Buddha,25,hell,0.4995824098587036,28
808,Gospel of Buddha,25,hell,0.4710727035999298,29
809,Gospel of Buddha,25,hell,0.4440177381038666,30
810,King James Bible,0,hell,0.457569420337677,1
811,King James Bible,1,hell,0.45756933093070984,0
812,King James Bible,1,hell,0.4569815993309021,3
813,King James Bible,1,hell,0.4511147737503052,4
814,King James Bible,1,hell,0.4231950044631958,5
815,King James Bible,1,hell,0.4165707230567932,6
816,King James Bible,0,hell,0.4523291289806366,7
817,King James Bible,7,hell,0.5510900020599365,8
818,King James Bible,7,hell,0.515257716178894,9
819,King James Bible,7,hell,0.48650020360946655,10
820,King James Bible,7,hell,0.45232903957366943,0
821,King James Bible,7,hell,0.4520510733127594,12
822,King James Bible,0,hell,0.43465566635131836,13
823,King James Bible,13,hell,0.5406074523925781,14
824,King James Bible,13,hell,0.4824957251548767,15
825,King James Bible,13,hell,0.45408153533935547,16
826,King James Bible,13,hell,0.4490697979927063,17
827,King James Bible,13,hell,0.43465563654899597,0
828,King James Bible,0,hell,0.4308011829853058,19
829,King James Bible,19,hell,0.5118530988693237,20
830,King James Bible,19,hell,0.4548497200012207,21
831,King James Bible,19,hell,0.4374885559082031,22
832,King James Bible,19,hell,0.4308011531829834,0
833,King James Bible,19,hell,0.42967408895492554,24
834,King James Bible,0,hell,0.42419692873954773,25
835,King James Bible,25,hell,0.624315619468689,26
836,King James Bible,25,hell,0.5900341868400574,27
837,King James Bible,25,hell,0.5811450481414795,28
838,King James Bible,25,hell,0.5668907165527344,29
839,King James Bible,25,hell,0.5220654010772705,30
840,Quran,0,hell,0.5009076595306396,1
841,Quran,1,hell,0.6383240222930908,2
842,Quran,1,hell,0.5566937327384949,3
843,Quran,1,hell,0.5363181829452515,4
844,Quran,1,hell,0.5104355812072754,5
845,Quran,1,hell,0.5073950886726379,6
846,Quran,0,hell,0.46290507912635803,7
847,Quran,7,hell,0.540546178817749,3
848,Quran,7,hell,0.4745185971260071,9
849,Quran,7,hell,0.4716168940067291,10
850,Quran,7,hell,0.46648961305618286,11
851,Quran,7,hell,0.4629051685333252,0
852,Quran,0,hell,0.4363848865032196,13
853,Quran,13,hell,0.5566937327384949,1
854,Quran,13,hell,0.540546178817749,7
855,Quran,13,hell,0.5261424779891968,4
856,Quran,13,hell,0.4503772556781769,2
857,Quran,13,hell,0.44581496715545654,18
858,Quran,0,hell,0.4292576313018799,19
859,Quran,19,hell,0.5139663815498352,20
860,Quran,19,hell,0.47598862648010254,21
861,Quran,19,hell,0.4617314040660858,22
862,Quran,19,hell,0.4587232172489166,23
863,Quran,19,hell,0.4548457860946655,1
864,Quran,0,hell,0.4258587062358856,25
865,Quran,25,hell,0.5202956199645996,26
866,Quran,25,hell,0.4492452144622803,27
867,Quran,25,hell,0.44692015647888184,28
868,Quran,25,hell,0.44581496715545654,3
869,Quran,25,hell,0.4380919635295868,30
870,Mahabharata,0,hell,0.484677255153656,1
871,Mahabharata,1,hell,0.5278568267822266,2
872,Mahabharata,1,hell,0.484677255153656,0
873,Mahabharata,1,hell,0.46667736768722534,4
874,Mahabharata,1,hell,0.4301450848579407,5
875,Mahabharata,1,hell,0.4242045283317566,6
876,Mahabharata,0,hell,0.48205137252807617,7
877,Mahabharata,7,hell,0.5026145577430725,8
878,Mahabharata,7,hell,0.48205137252807617,0
879,Mahabharata,7,hell,0.4599500894546509,10
880,Mahabharata,7,hell,0.4520920515060425,11
881,Mahabharata,7,hell,0.44403892755508423,12
882,Mahabharata,0,hell,0.45165324211120605,13
883,Mahabharata,13,hell,0.5555779337882996,14
884,Mahabharata,13,hell,0.5179672241210938,5
885,Mahabharata,13,hell,0.45165324211120605,0
886,Mahabharata,13,hell,0.4499475657939911,17
887,Mahabharata,13,hell,0.4466148614883423,18
888,Mahabharata,0,hell,0.4305295944213867,19
889,Mahabharata,19,hell,0.5086327195167542,20
890,Mahabharata,19,hell,0.462341845035553,21
891,Mahabharata,19,hell,0.4305295944213867,0
892,Mahabharata,19,hell,0.4264301657676697,23
893,Mahabharata,19,hell,0.4150654971599579,24
894,Mahabharata,0,hell,0.4232572615146637,25
895,Mahabharata,25,hell,0.4802384376525879,26
896,Mahabharata,25,hell,0.4714981019496918,27
897,Mahabharata,25,hell,0.4446624517440796,28
898,Mahabharata,25,hell,0.43853050470352173,29
899,Mahabharata,25,hell,0.4333372414112091,30
900,Gospel of Buddha,0,heaven,0.6033205389976501,1
901,Gospel of Buddha,1,heaven,0.736068844795227,2
902,Gospel of Buddha,1,heaven,0.6033334732055664,3
903,Gospel of Buddha,1,heaven,0.6033205986022949,0
904,Gospel of Buddha,1,heaven,0.5359855890274048,5
905,Gospel of Buddha,1,heaven,0.5207406282424927,6
906,Gospel of Buddha,0,heaven,0.45532989501953125,7
907,Gospel of Buddha,7,heaven,0.5744783878326416,8
908,Gospel of Buddha,7,heaven,0.5601528286933899,9
909,Gospel of Buddha,7,heaven,0.5488348007202148,10
910,Gospel of Buddha,7,heaven,0.5283874869346619,11
911,Gospel of Buddha,7,heaven,0.5041207075119019,12
912,Gospel of Buddha,0,heaven,0.4347389340400696,13
913,Gospel of Buddha,13,heaven,0.736068844795227,1
914,Gospel of Buddha,13,heaven,0.470007061958313,15
915,Gospel of Buddha,13,heaven,0.4678427577018738,16
916,Gospel of Buddha,13,heaven,0.45196303725242615,3
917,Gospel of Buddha,13,heaven,0.4471643567085266,18
918,Gospel of Buddha,0,heaven,0.42705410718917847,19
919,Gospel of Buddha,19,heaven,0.5959805250167847,20
920,Gospel of Buddha,19,heaven,0.5794154405593872,21
921,Gospel of Buddha,19,heaven,0.5149016380310059,22
922,Gospel of Buddha,19,heaven,0.4938786029815674,23
923,Gospel of Buddha,19,heaven,0.48207712173461914,24
924,Gospel of Buddha,0,heaven,0.42067641019821167,25
925,Gospel of Buddha,25,heaven,0.4894500970840454,1
926,Gospel of Buddha,25,heaven,0.4810219705104828,27
927,Gospel of Buddha,25,heaven,0.45237624645233154,28
928,Gospel of Buddha,25,heaven,0.4441518187522888,29
929,Gospel of Buddha,25,heaven,0.43959739804267883,30
930,Gita,0,heaven,0.38404473662376404,1
931,Gita,1,heaven,0.4882543683052063,2
932,Gita,1,heaven,0.4565765857696533,3
933,Gita,1,heaven,0.44917774200439453,4
934,Gita,1,heaven,0.4457706809043884,5
935,Gita,1,heaven,0.4442061185836792,6
936,Gita,0,heaven,0.34825700521469116,7
937,Gita,7,heaven,0.6184858083724976,8
938,Gita,7,heaven,0.594448447227478,9
939,Gita,7,heaven,0.5906659960746765,10
940,Gita,7,heaven,0.546955406665802,11
941,Gita,7,heaven,0.5322271585464478,12
942,Gita,0,heaven,0.3346821069717407,13
943,Gita,13,heaven,0.5906660556793213,7
944,Gita,13,heaven,0.5101624727249146,11
945,Gita,13,heaven,0.47872573137283325,16
946,Gita,13,heaven,0.4759180247783661,8
947,Gita,13,heaven,0.4694533348083496,18
948,Gita,0,heaven,0.3283521234989166,19
949,Gita,19,heaven,0.4263426661491394,18
950,Gita,19,heaven,0.4006200134754181,10
951,Gita,19,heaven,0.3654922842979431,22
952,Gita,19,heaven,0.3594157099723816,23
953,Gita,19,heaven,0.35408979654312134,24
954,Gita,0,heaven,0.32076120376586914,25
955,Gita,25,heaven,0.48528748750686646,26
956,Gita,25,heaven,0.47615694999694824,27
957,Gita,25,heaven,0.4750555753707886,28
958,Gita,25,heaven,0.4698338210582733,29
959,Gita,25,heaven,0.4648036062717438,30
960,King James Bible,0,heaven,0.6498345136642456,1
961,King James Bible,1,heaven,0.6580939292907715,2
962,King James Bible,1,heaven,0.6498345136642456,0
963,King James Bible,1,heaven,0.49505162239074707,4
964,King James Bible,1,heaven,0.48956722021102905,5
965,King James Bible,1,heaven,0.4797421097755432,6
966,King James Bible,0,heaven,0.5659239888191223,7
967,King James Bible,7,heaven,0.5659239292144775,0
968,King James Bible,7,heaven,0.5067815780639648,9
969,King James Bible,7,heaven,0.45108354091644287,10
970,King James Bible,7,heaven,0.44342631101608276,11
971,King James Bible,7,heaven,0.4351500868797302,12
972,King James Bible,0,heaven,0.5496271848678589,13
973,King James Bible,13,heaven,0.6580938100814819,1
974,King James Bible,13,heaven,0.5496270656585693,0
975,King James Bible,13,heaven,0.48813772201538086,16
976,King James Bible,13,heaven,0.47956401109695435,17
977,King James Bible,13,heaven,0.4608835279941559,18
978,King James Bible,0,heaven,0.48928505182266235,19
979,King James Bible,19,heaven,0.6117041110992432,20
980,King James Bible,19,heaven,0.5379175543785095,21
981,King James Bible,19,heaven,0.49187421798706055,22
982,King James Bible,19,heaven,0.4892849922180176,0
983,King James Bible,19,heaven,0.4776725172996521,12
984,King James Bible,0,heaven,0.46773219108581543,25
985,King James Bible,25,heaven,0.7066600918769836,26
986,King James Bible,25,heaven,0.6736210584640503,27
987,King James Bible,25,heaven,0.5872948169708252,28
988,King James Bible,25,heaven,0.49051356315612793,29
989,King James Bible,25,heaven,0.48093461990356445,30
990,Quran,0,heaven,0.6177157163619995,1
991,Quran,1,heaven,0.6970276832580566,2
992,Quran,1,heaven,0.6177157759666443,0
993,Quran,1,heaven,0.5229909420013428,4
994,Quran,1,heaven,0.4541401267051697,5
995,Quran,1,heaven,0.4418873190879822,6
996,Quran,0,heaven,0.5428239107131958,7
997,Quran,7,heaven,0.6970275640487671,1
998,Quran,7,heaven,0.542823851108551,0
999,Quran,7,heaven,0.5325260758399963,6
1000,Quran,7,heaven,0.45265859365463257,11
1001,Quran,7,heaven,0.447574645280838,12
1002,Quran,0,heaven,0.41809630393981934,13
1003,Quran,13,heaven,0.6136559247970581,14
1004,Quran,13,heaven,0.5681867003440857,15
1005,Quran,13,heaven,0.5576983690261841,16
1006,Quran,13,heaven,0.5255215764045715,17
1007,Quran,13,heaven,0.491283655166626,18
1008,Quran,0,heaven,0.3967137038707733,19
1009,Quran,19,heaven,0.539879322052002,20
1010,Quran,19,heaven,0.4836196303367615,21
1011,Quran,19,heaven,0.46986064314842224,22
1012,Quran,19,heaven,0.46405723690986633,23
1013,Quran,19,heaven,0.4633246660232544,24
1014,Quran,0,heaven,0.3864395022392273,25
1015,Quran,25,heaven,0.5027819871902466,26
1016,Quran,25,heaven,0.45280924439430237,27
1017,Quran,25,heaven,0.428831547498703,28
1018,Quran,25,heaven,0.42741554975509644,29
1019,Quran,25,heaven,0.4242447316646576,30
1020,Mahabharata,0,heaven,0.5555779337882996,1
1021,Mahabharata,1,heaven,0.5555779337882996,0
1022,Mahabharata,1,heaven,0.43309664726257324,3
1023,Mahabharata,1,heaven,0.4247584939002991,4
1024,Mahabharata,1,heaven,0.42413872480392456,5
1025,Mahabharata,1,heaven,0.4112089276313782,6
1026,Mahabharata,0,heaven,0.5179672241210938,7
1027,Mahabharata,7,heaven,0.5179672241210938,0
1028,Mahabharata,7,heaven,0.4972146153450012,9
1029,Mahabharata,7,heaven,0.4952709376811981,10
1030,Mahabharata,7,heaven,0.4811188876628876,11
1031,Mahabharata,7,heaven,0.470533549785614,12
1032,Mahabharata,0,heaven,0.45165324211120605,13
1033,Mahabharata,13,heaven,0.484677255153656,14
1034,Mahabharata,13,heaven,0.48205137252807617,15
1035,Mahabharata,13,heaven,0.45165324211120605,0
1036,Mahabharata,13,heaven,0.4305295944213867,17
1037,Mahabharata,13,heaven,0.4232572615146637,18
1038,Mahabharata,0,heaven,0.4499475657939911,19
1039,Mahabharata,19,heaven,0.5647134780883789,20
1040,Mahabharata,19,heaven,0.4599781036376953,21
1041,Mahabharata,19,heaven,0.4580932855606079,22
1042,Mahabharata,19,heaven,0.4538363218307495,23
1043,Mahabharata,19,heaven,0.4499475657939911,0
1044,Mahabharata,0,heaven,0.4466148614883423,25
1045,Mahabharata,25,heaven,0.6189892292022705,26
1046,Mahabharata,25,heaven,0.5140867829322815,27
1047,Mahabharata,25,heaven,0.4673091471195221,28
1048,Mahabharata,25,heaven,0.4587065577507019,29
1049,Mahabharata,25,heaven,0.45570504665374756,30
1050,Gospel of Buddha,0,salvation,0.46806639432907104,1
1051,Gospel of Buddha,1,salvation,0.5059868097305298,2
1052,Gospel of Buddha,1,salvation,0.47324541211128235,3
1053,Gospel of Buddha,1,salvation,0.46806636452674866,0
1054,Gospel of Buddha,1,salvation,0.44761282205581665,5
1055,Gospel of Buddha,1,salvation,0.4462401270866394,6
1056,Gospel of Buddha,0,salvation,0.4606868624687195,7
1057,Gospel of Buddha,7,salvation,0.6075303554534912,8
1058,Gospel of Buddha,7,salvation,0.4909732937812805,9
1059,Gospel of Buddha,7,salvation,0.4631783366203308,10
1060,Gospel of Buddha,7,salvation,0.4606868624687195,0
1061,Gospel of Buddha,7,salvation,0.45658260583877563,12
1062,Gospel of Buddha,0,salvation,0.4072083532810211,13
1063,Gospel of Buddha,13,salvation,0.5279413461685181,14
1064,Gospel of Buddha,13,salvation,0.5229427814483643,15
1065,Gospel of Buddha,13,salvation,0.4931113123893738,16
1066,Gospel of Buddha,13,salvation,0.4623320400714874,17
1067,Gospel of Buddha,13,salvation,0.4482574760913849,18
1068,Gospel of Buddha,0,salvation,0.39811384677886963,19
1069,Gospel of Buddha,19,salvation,0.7204627990722656,20
1070,Gospel of Buddha,19,salvation,0.6037800312042236,21
1071,Gospel of Buddha,19,salvation,0.4995715022087097,22
1072,Gospel of Buddha,19,salvation,0.4875298738479614,23
1073,Gospel of Buddha,19,salvation,0.48372524976730347,24
1074,Gospel of Buddha,0,salvation,0.3951803147792816,25
1075,Gospel of Buddha,25,salvation,0.6019470691680908,26
1076,Gospel of Buddha,25,salvation,0.5978206396102905,27
1077,Gospel of Buddha,25,salvation,0.5829653739929199,28
1078,Gospel of Buddha,25,salvation,0.5384599566459656,29
1079,Gospel of Buddha,25,salvation,0.5163291692733765,30
1080,King James Bible,0,salvation,0.5480115413665771,1
1081,King James Bible,1,salvation,0.6357532739639282,2
1082,King James Bible,1,salvation,0.5480115413665771,0
1083,King James Bible,1,salvation,0.5364810824394226,4
1084,King James Bible,1,salvation,0.5090676546096802,5
1085,King James Bible,1,salvation,0.4996721148490906,6
1086,King James Bible,0,salvation,0.5385111570358276,7
1087,King James Bible,7,salvation,0.8204253911972046,8
1088,King James Bible,7,salvation,0.5702905058860779,4
1089,King James Bible,7,salvation,0.5385111570358276,0
1090,King James Bible,7,salvation,0.5160770416259766,11
1091,King James Bible,7,salvation,0.5126218795776367,12
1092,King James Bible,0,salvation,0.5015865564346313,13
1093,King James Bible,13,salvation,0.6080209016799927,14
1094,King James Bible,13,salvation,0.559618353843689,15
1095,King James Bible,13,salvation,0.5015865564346313,0
1096,King James Bible,13,salvation,0.4515705108642578,17
1097,King James Bible,13,salvation,0.4383978843688965,18
1098,King James Bible,0,salvation,0.48530638217926025,19
1099,King James Bible,19,salvation,0.564385712146759,20
1100,King James Bible,19,salvation,0.48530641198158264,0
1101,King James Bible,19,salvation,0.4784030616283417,11
1102,King James Bible,19,salvation,0.477632999420166,23
1103,King James Bible,19,salvation,0.45369473099708557,24
1104,King James Bible,0,salvation,0.4791879653930664,25
1105,King James Bible,25,salvation,0.4791879653930664,0
1106,King James Bible,25,salvation,0.46338358521461487,27
1107,King James Bible,25,salvation,0.4451829195022583,28
1108,King James Bible,25,salvation,0.43392279744148254,29
1109,King James Bible,25,salvation,0.42436373233795166,30
1110,Mahabharata,0,salvation,0.4647485315799713,1
1111,Mahabharata,1,salvation,0.4908324182033539,2
1112,Mahabharata,1,salvation,0.46822887659072876,3
1113,Mahabharata,1,salvation,0.4647486209869385,0
1114,Mahabharata,1,salvation,0.4530683159828186,5
1115,Mahabharata,1,salvation,0.4455551505088806,6
1116,Mahabharata,0,salvation,0.44744065403938293,7
1117,Mahabharata,7,salvation,0.5254046320915222,8
1118,Mahabharata,7,salvation,0.49091482162475586,9
1119,Mahabharata,7,salvation,0.48233920335769653,10
1120,Mahabharata,7,salvation,0.4781172275543213,11
1121,Mahabharata,7,salvation,0.46498769521713257,12
1122,Mahabharata,0,salvation,0.43301063776016235,13
1123,Mahabharata,13,salvation,0.6442080140113831,14
1124,Mahabharata,13,salvation,0.5439868569374084,15
1125,Mahabharata,13,salvation,0.49899059534072876,16
1126,Mahabharata,13,salvation,0.49880677461624146,17
1127,Mahabharata,13,salvation,0.4778885841369629,18
1128,Mahabharata,0,salvation,0.4293145537376404,19
1129,Mahabharata,19,salvation,0.6083733439445496,20
1130,Mahabharata,19,salvation,0.512123703956604,21
1131,Mahabharata,19,salvation,0.49809932708740234,22
1132,Mahabharata,19,salvation,0.46642351150512695,23
1133,Mahabharata,19,salvation,0.46149855852127075,24
1134,Mahabharata,0,salvation,0.4278435707092285,25
1135,Mahabharata,25,salvation,0.4757888615131378,26
1136,Mahabharata,25,salvation,0.46822887659072876,1
1137,Mahabharata,25,salvation,0.45174020528793335,28
1138,Mahabharata,25,salvation,0.4278435707092285,0
1139,Mahabharata,25,salvation,0.42770060896873474,30
1140,Gospel of Buddha,0,hate,0.6618849039077759,1
1141,Gospel of Buddha,1,hate,0.6890942454338074,2
1142,Gospel of Buddha,1,hate,0.6618847846984863,0
1143,Gospel of Buddha,1,hate,0.6262948513031006,4
1144,Gospel of Buddha,1,hate,0.5747330188751221,5
1145,Gospel of Buddha,1,hate,0.5554395914077759,6
1146,Gospel of Buddha,0,hate,0.5178970098495483,7
1147,Gospel of Buddha,7,hate,0.6890943050384521,1
1148,Gospel of Buddha,7,hate,0.5178970098495483,0
1149,Gospel of Buddha,7,hate,0.5118136405944824,10
1150,Gospel of Buddha,7,hate,0.48486825823783875,11
1151,Gospel of Buddha,7,hate,0.47865331172943115,12
1152,Gospel of Buddha,0,hate,0.47536325454711914,13
1153,Gospel of Buddha,13,hate,0.4809223413467407,14
1154,Gospel of Buddha,13,hate,0.47694483399391174,15
1155,Gospel of Buddha,13,hate,0.47536325454711914,0
1156,Gospel of Buddha,13,hate,0.4697348475456238,17
1157,Gospel of Buddha,13,hate,0.44761282205581665,18
1158,Gospel of Buddha,0,hate,0.47044140100479126,19
1159,Gospel of Buddha,19,hate,0.5129770040512085,20
1160,Gospel of Buddha,19,hate,0.50023353099823,21
1161,Gospel of Buddha,19,hate,0.4942411780357361,22
1162,Gospel of Buddha,19,hate,0.47688740491867065,23
1163,Gospel of Buddha,19,hate,0.4737234115600586,24
1164,Gospel of Buddha,0,hate,0.43328043818473816,25
1165,Gospel of Buddha,25,hate,0.6448512077331543,26
1166,Gospel of Buddha,25,hate,0.6376869678497314,27
1167,Gospel of Buddha,25,hate,0.5860903263092041,28
1168,Gospel of Buddha,25,hate,0.5777944326400757,29
1169,Gospel of Buddha,25,hate,0.543769896030426,30
1170,King James Bible,0,hate,0.519750714302063,1
1171,King James Bible,1,hate,0.5197507739067078,0
1172,King James Bible,1,hate,0.5085395574569702,3
1173,King James Bible,1,hate,0.5049017667770386,4
1174,King James Bible,1,hate,0.4765523672103882,5
1175,King James Bible,1,hate,0.47585996985435486,6
1176,King James Bible,0,hate,0.46744823455810547,7
1177,King James Bible,7,hate,0.4750880002975464,8
1178,King James Bible,7,hate,0.46744823455810547,0
1179,King James Bible,7,hate,0.4461018741130829,10
1180,King James Bible,7,hate,0.44069355726242065,11
1181,King James Bible,7,hate,0.4368027150630951,12
1182,King James Bible,0,hate,0.46082445979118347,13
1183,King James Bible,13,hate,0.4705111086368561,14
1184,King James Bible,13,hate,0.46301788091659546,15
1185,King James Bible,13,hate,0.46082448959350586,0
1186,King James Bible,13,hate,0.4438781440258026,17
1187,King James Bible,13,hate,0.43707191944122314,18
1188,King James Bible,0,hate,0.4347758889198303,19
1189,King James Bible,19,hate,0.5583642721176147,20
1190,King James Bible,19,hate,0.5409188270568848,21
1191,King James Bible,19,hate,0.53387451171875,22
1192,King James Bible,19,hate,0.5021433234214783,23
1193,King James Bible,19,hate,0.4890638291835785,24
1194,King James Bible,0,hate,0.4295123815536499,25
1195,King James Bible,25,hate,0.5845661759376526,26
1196,King James Bible,25,hate,0.5185050964355469,27
1197,King James Bible,25,hate,0.5099903345108032,28
1198,King James Bible,25,hate,0.44373732805252075,29
1199,King James Bible,25,hate,0.4295123815536499,0
1200,Meditation,0,hate,0.5474409461021423,1
1201,Meditation,1,hate,0.5474410057067871,0
1202,Meditation,1,hate,0.4306718707084656,3
1203,Meditation,1,hate,0.42919600009918213,4
1204,Meditation,1,hate,0.4037153720855713,5
1205,Meditation,1,hate,0.39568766951560974,6
1206,Meditation,0,hate,0.4823150336742401,7
1207,Meditation,7,hate,0.4823151230812073,0
1208,Meditation,7,hate,0.47269248962402344,9
1209,Meditation,7,hate,0.44192200899124146,10
1210,Meditation,7,hate,0.44066092371940613,11
1211,Meditation,7,hate,0.4315979778766632,12
1212,Meditation,0,hate,0.4620451033115387,13
1213,Meditation,13,hate,0.4667746424674988,14
1214,Meditation,13,hate,0.4620451331138611,0
1215,Meditation,13,hate,0.427446186542511,5
1216,Meditation,13,hate,0.4229869842529297,17
1217,Meditation,13,hate,0.4136194586753845,18
1218,Meditation,0,hate,0.45545822381973267,19
1219,Meditation,19,hate,0.5425653457641602,20
1220,Meditation,19,hate,0.45545822381973267,0
1221,Meditation,19,hate,0.431212842464447,22
1222,Meditation,19,hate,0.4123755693435669,10
1223,Meditation,19,hate,0.39908117055892944,24
1224,Meditation,0,hate,0.4445991814136505,25
1225,Meditation,25,hate,0.4445992410182953,0
1226,Meditation,25,hate,0.42248833179473877,27
1227,Meditation,25,hate,0.42076098918914795,28
1228,Meditation,25,hate,0.39364299178123474,29
1229,Meditation,25,hate,0.3732021450996399,30
